2025-03-17 13:19:56,226 INFO    Thread-3 (_run_job):3665630 [wandb_setup.py:_flush():67] Current SDK version is 0.19.8
2025-03-17 13:19:56,227 INFO    Thread-3 (_run_job):3665630 [wandb_setup.py:_flush():67] Configure stats pid to 3665630
2025-03-17 13:19:56,227 INFO    Thread-3 (_run_job):3665630 [wandb_setup.py:_flush():67] Loading settings from /speech/utkarsh/.config/wandb/settings
2025-03-17 13:19:56,227 INFO    Thread-3 (_run_job):3665630 [wandb_setup.py:_flush():67] Loading settings from /speech/utkarsh/da6401_assignment1/wandb/settings
2025-03-17 13:19:56,227 INFO    Thread-3 (_run_job):3665630 [wandb_setup.py:_flush():67] Loading settings from environment variables
2025-03-17 13:19:56,227 INFO    Thread-3 (_run_job):3665630 [wandb_init.py:setup_run_log_directory():647] Logging user logs to /speech/utkarsh/da6401_assignment1/wandb/offline-run-20250317_131956-cjgn7n32/logs/debug.log
2025-03-17 13:19:56,227 INFO    Thread-3 (_run_job):3665630 [wandb_init.py:setup_run_log_directory():648] Logging internal logs to /speech/utkarsh/da6401_assignment1/wandb/offline-run-20250317_131956-cjgn7n32/logs/debug-internal.log
2025-03-17 13:19:56,227 INFO    Thread-3 (_run_job):3665630 [wandb_init.py:init():761] calling init triggers
2025-03-17 13:19:56,227 INFO    Thread-3 (_run_job):3665630 [wandb_init.py:init():766] wandb.init called with sweep_config: {'activation': 'relu', 'batch_size': 32, 'epochs': 10, 'hidden_layer_size': 64, 'hidden_layers_count': 4, 'learning_rate': 0.1, 'loss': 'cross_entropy_loss', 'optimizer': 'rmsprop', 'weight_decay': 0.0005, 'weight_init': 'xavier'}
config: {'_wandb': {}}
2025-03-17 13:19:56,227 INFO    Thread-3 (_run_job):3665630 [wandb_init.py:init():784] starting backend
2025-03-17 13:19:56,430 INFO    Thread-3 (_run_job):3665630 [wandb_init.py:init():788] sending inform_init request
2025-03-17 13:19:56,433 INFO    Thread-3 (_run_job):3665630 [backend.py:_multiprocessing_setup():101] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2025-03-17 13:19:56,433 INFO    Thread-3 (_run_job):3665630 [wandb_init.py:init():798] backend started and connected
2025-03-17 13:19:56,434 INFO    Thread-3 (_run_job):3665630 [wandb_run.py:_config_callback():1261] config_cb None None {'activation': 'relu', 'batch_size': 32, 'epochs': 10, 'hidden_layer_size': 64, 'hidden_layers_count': 4, 'learning_rate': 0.1, 'loss': 'cross_entropy_loss', 'optimizer': 'rmsprop', 'weight_decay': 0.0005, 'weight_init': 'xavier'}
2025-03-17 13:19:56,436 INFO    Thread-3 (_run_job):3665630 [wandb_init.py:init():891] updated telemetry
2025-03-17 13:19:56,444 INFO    Thread-3 (_run_job):3665630 [wandb_init.py:init():915] communicating run to backend with 90.0 second timeout
2025-03-17 13:19:56,660 INFO    Thread-3 (_run_job):3665630 [wandb_init.py:init():990] starting run threads in backend
2025-03-17 13:19:56,785 INFO    Thread-3 (_run_job):3665630 [wandb_run.py:_console_start():2375] atexit reg
2025-03-17 13:19:56,785 INFO    Thread-3 (_run_job):3665630 [wandb_run.py:_redirect():2227] redirect: wrap_raw
2025-03-17 13:19:56,785 INFO    Thread-3 (_run_job):3665630 [wandb_run.py:_redirect():2292] Wrapping output streams.
2025-03-17 13:19:56,785 INFO    Thread-3 (_run_job):3665630 [wandb_run.py:_redirect():2315] Redirects installed.
2025-03-17 13:19:56,787 INFO    Thread-3 (_run_job):3665630 [wandb_init.py:init():1032] run started, returning control to user process
2025-03-17 13:19:56,788 INFO    Thread-3 (_run_job):3665630 [wandb_run.py:_finish():2112] finishing run da24s011-indian-institute-of-technology-madras/neural-network-fashion-mnist/cjgn7n32
2025-03-17 13:19:56,788 INFO    Thread-3 (_run_job):3665630 [wandb_run.py:_atexit_cleanup():2340] got exitcode: 1
2025-03-17 13:19:56,788 INFO    Thread-3 (_run_job):3665630 [wandb_run.py:_restore():2322] restore
2025-03-17 13:19:56,788 INFO    Thread-3 (_run_job):3665630 [wandb_run.py:_restore():2328] restore done
2025-03-17 13:19:56,831 INFO    Thread-3 (_run_job):3665630 [wandb_run.py:_footer_history_summary_info():3956] rendering history
2025-03-17 13:19:56,831 INFO    Thread-3 (_run_job):3665630 [wandb_run.py:_footer_history_summary_info():3988] rendering summary
